id,IATA,en-GB,latitude,longitude,vibes
129056323,BZT,Brazoria,29.05,-95.566667,null
129054759,BZU,Buta,2.8,24.733333,null
104120423,BZV,Brazzaville,-4.251944,15.254722,null
200525980,BZX,Enyang,31.738,106.645,null
129057882,BZY,Beltsy,47.75,27.933333,null
129057359,BZZ,RAF Brize Norton,51.76614,-1.566582,null
129052924,CAA,Catacamas,14.830556,-85.894444,null
128668295,CAB,Cabinda,-5.583333,12.2,null
95673949,CAC,Cascavel,-25.0003,-53.5008,null
129056776,CAD,Cadillac,44.275833,-85.422222,null
95674189,CAE,Columbia Metropolitan,33.936389,-81.115833,null
129053230,CAF,Carauari,-4.9,-66.916667,null
95674085,CAG,Cagliari,39.247222,9.061111,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""1"",""beach"":""1"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
128668025,CAH,Ca Mau,9.175556,105.179444,null
104120222,CAI,Cairo,30.1128361,31.3997046,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
128667296,CAJ,Canaima,6.25,-62.833333,null
95673784,CAK,Akron / Canton Regional,40.913889,-81.441667,null
128668358,CAL,Campbeltown,55.436389,-5.686667,null
129055492,CAM,Camiri,-20.011111,-63.561111,null
128668169,CAN,Guangzhou,23.39244,113.29879,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
129055653,CAO,Clayton,36.44586,-103.15466,null
128668359,CAP,Cap Haitien,19.732778,-72.195,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""1"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
129053183,CAQ,Caucasia,7.6,-75.25,null
129054895,CAR,Caribou,46.874744,-68.022194,null
152558830,CAT,Cascais Municipal Aerodrome,38.722727,-9.353991,null
129055562,CAU,Caruaru,-8.25,-35.916667,null
129052570,CAV,Cazombo,-11.9,22.866667,null
95673819,CAW,Campos,-21.75,-41.3,null
129056322,CAX,Carlisle,54.936667,-2.809444,null
99539672,CAY,Cayenne,4.816667,-52.366667,null
128667311,CAZ,Cobar,-31.535,145.793333,null
129054758,CBA,Corner Bay,57.716667,-135.2,null
95673568,CBB,Cochabamba,-17.428333,-66.171667,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""1"",""outdoor_adventures"":""0""}"
129057881,CBC,Cherrabun,-18.916667,125.55,null
129053747,CBD,Car Nicobar,9.15,92.816667,null
129057358,CBE,Cumberland,39.614444,-78.766111,null
129053180,CBF,Council Bluffs,41.259598,-95.76117,null
128668108,CBH,Bechar,31.647778,-2.259722,null
128668361,CBI,Cape Barren Island,-40.333333,148.166667,null
129056775,CBJ,Cabo Rojo,17.933333,-71.65,null
129054894,CBK,Colby,39.4,-101.05,null
128668362,CBL,Ciudad Bolivar,8.128056,-63.5375,null
129055491,CBM,Columbus AFB,33.64383,-88.44383,null
129053182,CBN,Cirebon,-6.75,108.533333,null
128668160,CBO,Cotabato,7.164512,124.209967,null
129056393,CBP,Coimbra,40.2,-8.416667,null
128668024,CBQ,Calabar,4.963611,8.342778,null
95673866,CBR,Canberra,-35.308889,149.195,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
128667295,CBS,Cabimas,10.383333,-71.416667,null
128668363,CBT,Catumbela,-12.483333,13.483333,null
129052569,CBU,Cottbus,51.88333,14.53333,null
129056321,CBV,Coban,15.471667,-90.409167,null
129054757,CBW,Campo Mourao,-24.001944,-52.356389,null
129057880,CBX,Condobolin,-33.866667,148.25,null
129053746,CBY,Canobie,-19.478611,140.926111,null
129057357,CBZ,Cabin Creek,55.383333,-132.416667,null
154088931,CCA,Chimore,-16.98975,-65.1415,null
129056714,CCB,Upland Cable,34.113889,-117.688889,null
128668364,CCC,Jardines del Rey,22.462863860709394,-78.32898831796597,null
129054893,CCD,Los Angeles Century City,34.066667,-118.266667,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
213521033,CCE,Capital International,30.075833,31.833333,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
128667310,CCF,Carcassonne,43.2167,2.3167,null
129053181,CCG,Crane,31.4,-102.35,null
129056392,CCH,Chile Chico,-46.55,-71.7,null
129052568,CCI,Concordia,-27.181389,-52.050556,null
128668365,CCJ,Kozhikode,11.133333,75.95,null
128668107,CCK,Cocos Islands,-12.187036323245437,96.82994047514003,null
129056320,CCL,Chinchilla,-26.75,150.633333,null
95674090,CCM,Criciuma,-28.72444,-49.42139,null
129053058,CCN,Chakcharan,34.533333,65.266667,null
129054756,CCO,Carimagua,4.566667,-71.333333,null
95673956,CCP,Concepcion,-36.768333,-73.06,null
129057879,CCQ,Cachoeira,-12.6,-38.966667,null
129053745,CCR,Concord,37.988889,-122.055556,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""1"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
95673431,CCS,Caracas,10.606389,-66.989167,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""0"",""outdoor_adventures"":""0""}"
129057356,CCT,Colonia Catriel,-39.5,-68.916667,null
128668366,CCU,Kolkata,22.6525,88.449167,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""0"",""outdoor_adventures"":""0""}"
128668453,CCV,Craig Cove,-16.265018674897448,167.9245350647545,null
129052921,CCW,Cowell,-33.633333,136.833333,null
129056713,CCX,Caceres,-16.066667,-57.7,null
129054892,CCY,Charles City,43.07247,-92.61074,null
129055673,CCZ,Chub Cay,25.4175,-77.881389,null
129055489,CDA,Cooinda,-12.905278,132.5225,null
128668367,CDB,Cold Bay,55.199722,-162.719722,null
128668157,CDC,Cedar City,37.701479,-113.097382,null
129056319,CDD,Cauquira,15.322222,-83.602778,null
154088927,CDE,Puning,41.1225,118.073889,null
129057878,CDF,Cortina D'Ampezzo Fiames,46.533333,12.133333,null
95565041,CDG,Paris Charles de Gaulle,49.0096176,2.5481698,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
129052567,CDH,Camden,33.62261,-92.76322,null
129053744,CDI,Cachoeiro Itapemirim,-20.836111,-41.186944,null
129056391,CDJ,Conceicao Do Araguaia,-8.233333,-49.283333,null
129057355,CDK,Cedar Key,29.13775,-83.04957,null
129052920,CDL,Candle,65.908056,-161.938333,null
129056712,CDN,Camden,34.266667,-80.6,null
129054891,CDO,Cradock,-32.133333,25.6,null
129055488,CDP,Kadapa,14.516667,78.783333,null
129053179,CDQ,Croydon,-18.3,142.25,null
128668023,CDR,Chadron,42.835192,-103.097076,null
129056390,CDS,Childress,34.433142,-100.284319,null
133170119,CDT,Castellon de la Plana,40.213889,0.073333,null
129052566,CDU,Camden,-34.040278,150.687222,null
128667294,CDV,Cordova Mudhole Smith,60.493056,-145.47,null
129056318,CDW,Caldwell,40.833333,-74.266667,null
129054754,CDY,Cagayan De Sulu,7,118.466667,null
129053743,CEA,Wichita Cessna Aircraft Field,37.7,-97.333333,null
95673597,CEB,Mactan-Cebu International,10.307222,123.978889,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""1""}"
128668368,CEC,Crescent City,41.78,-124.235833,null
128668167,CED,Ceduna,-32.131667,133.705835,null
128668369,CEE,Cherepovets,59.274828,38.017502,null
129057354,CEF,Chicopee,42.19903,-72.53871,null
129055652,CEG,Chester,53.178056,-2.977778,null
129052749,CEH,Chelinda,-10.55,33.8,null
95674276,CEI,Chiang Rai,19.9525,99.883056,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""1"",""outdoor_adventures"":""0""}"
129052919,CEJ,Chernihiv,51.5,31.3,null
114116023,CEK,Chelyabinsk,55.3,61.5,null
216766838,CEL,Canela,-29.364750279690583,-50.82737556925459,null
129055561,CEM,Central,65.574722,-144.781944,null
128667309,CEN,Ciudad Obregon,27.391944,-109.839167,null
129054890,CEO,Waco Kungo,9.308333,124.730556,null
129055487,CEP,Concepcion,-16.233333,-62.083333,null
129053178,CEQ,Cannes Mandelieu,43.541944,6.953611,null
129056389,CES,Cessnock,-32.833333,151.35,null
129052565,CET,Cholet Le Pontrea,47.081944,-0.876944,null
129056317,CEU,Clemson,34.67177,-82.88626,null
129054753,CEV,Connersville,39.65,-85.133333,null
129057876,CEW,Crestview,30.7788,-86.5219,null
129053742,CEX,Chena Hot Springs,65.05,-146.166667,null
129057353,CEY,Murray,36.616667,-88.316667,null
128668370,CEZ,Cortez,37.302733,-108.628006,null
129056710,CFA,Coffee Point,58.216667,-157.5,null
95673778,CFB,Cabo Frio,-22.925,-42.078611,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""1"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
129053057,CFC,Cacador,-26.790556,-50.941389,null
129053175,CFD,Bryan,30.71658,-96.33246,null
95674073,CFE,Clermont-Ferrand,45.785833,3.1675,null
129054889,CFF,Cafunfo,-8.766667,18,null
128668106,CFG,Cienfuegos,22.15,-80.414167,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""0"",""outdoor_adventures"":""0""}"
129055486,CFH,Clifton Hills,-27,139,null
129053177,CFI,Camfield,-17.033333,131.283333,null
128667526,CFK,Chlef,36.212222,1.331667,null
128668452,CFN,Donegal,55.041667,-8.340278,null
129056388,CFO,Confreza,-10.633333,-51.566667,null
129052564,CFP,Carpentaria Downs,-18.783333,144.35,null
129055857,CFQ,Creston,49.036944,-116.498333,null
128668371,CFR,Caen,49.173333,-0.448056,null
95674322,CFS,Coffs Harbour,-30.321667,153.120833,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""1"",""outdoor_adventures"":""0""}"
129054752,CFT,Clifton,32.956944,-109.211111,null
95674252,CFU,Corfu,39.601389,19.910278,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""1"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""1""}"
129057875,CFV,Coffeyville,37.09535,-95.57414,null
128668156,CGA,Craig,55.479167,-133.146111,null
95673729,CGB,Cuiaba,-15.65,-56.116667,null
129053741,CGC,Cape Gloucester,-5.459167,148.515833,null
128668022,CGD,Changde,29.066667,111.583333,null
129057352,CGE,Cambridge,38.539522,-76.030347,null
129052917,CGF,Cleveland Cuyahoga County,41.5525,-81.483889,null
129056709,CGG,Casiguran,16.083333,122.016667,null
95673330,CGH,Sao Paulo Congonhas,-23.625,-46.66,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""1"",""outdoor_adventures"":""0""}"
128668372,CGI,Cape Girardeau,37.223611,-89.571667,null
129054888,CGJ,Chingola,-12.516667,27.883333,null
95673340,CGK,Soekarno-Hatta,-6.116667,106.65,null
129054975,CGM,Camiguin,9.25147584049786,124.70448271707444,null
95673544,CGN,Cologne,50.866943,7.1411809,null
128668166,CGO,Zhengzhou,34.51967,113.84089,null
128667293,CGP,Chittagong,22.2575,91.825556,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
128667308,CGQ,Changchun,43.99621,125.68536,null
95673623,CGR,Campo Grande,-20.463333,-54.6725,null
129055485,CGS,College Park,38.98067,-76.92247,null
129053176,CGT,Chinguitti,20.45,-12.366667,null
129056387,CGU,Ciudad Guayana,8.305,-62.734444,null
129052563,CGV,Caiguna,-32.266667,125.466667,null
218378485,CGX,Chunga Airfield,-15.05387641367924,25.986966942647083,null
95673785,CGY,Cagayan De Oro,8.416111,124.610556,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
129054751,CGZ,Casa Grande,32.955,-111.766944,null
95674100,CHA,Chattanooga,35.036389,-85.203611,null
129053740,CHB,Chilas,35.416667,74.083333,null
95673841,CHC,Christchurch,-43.488333,172.533333,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""1"",""outdoor_adventures"":""0""}"
129052916,CHD,Chandler Williams AFB,33.3,-111.916667,null
129056708,CHF,Jinhae,35.1375,128.697778,null
128668374,CHG,Chaoyang,41.5381,120.435,null
129054887,CHH,Chachapoyas,-6.216667,-77.85,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""1""}"
129055484,CHJ,Chipinge,-20.2,32.65,null
129052562,CHK,Chickasha,35.09618,-97.96643,null
129055855,CHL,Challis,44.5,-114.250001,null
129054750,CHM,Chimbote,-9.150556,-78.531111,null
129055532,CHN,Jeonju,37.016944,127.933333,null
95674048,CHO,Charlottesville,38.141389,-78.453056,null
129053739,CHP,Circle Hot Springs,65.466667,-144.583333,null
95674143,CHQ,Crete Chania,35.5325,24.148333,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""1"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
129057350,CHR,Chateauroux,46.862222,1.730556,null
95674227,CHS,Charleston,32.899167,-80.038889,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
114125350,CHT,Tuuta,-43.81373831646648,-176.47101024002592,null
128668105,CHU,Chuathbaluk,61.579166,-159.21556,null
129052915,CHV,Chaves,41.733333,-7.466667,null
129056707,CHW,Jiuquan,39.85,98.416667,null
129055651,CHX,Changuinola,9.458311,-82.515714,null
128667525,CHY,Choiseul Bay,-6.71104642699854,156.39565692738532,null
129057873,CHZ,Chiloquin,42.583333,-121.866667,null
95565062,CIA,Rome Ciampino,41.799444,12.593333,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
129056386,CIB,Catalina Island Ap In The Sky,33.406111,-118.413889,null
95674243,CIC,Chico,39.795833,-121.856667,null
95674173,CID,Cedar Rapids,41.884444,-91.706111,null
129054886,CIE,Collie,-33.366667,116.133333,null
128668451,CIF,Chifeng,42.23333,118.90944,null
129055483,CIG,Craig-Moffat,40.495556,-107.525,null
128668375,CIH,Changzhi,36.183333,113.133333,null
128668153,CIJ,Cobija,-11.040278,-68.782778,null
129055560,CIK,Chalkyitsik,66.648056,-143.729167,null
129053174,CIL,Council,64.908333,-163.733333,null
129056774,CIM,Cimitarra,6.483333,-74.116667,null
129052561,CIN,Carroll,42.04693,-94.78998,null
129055854,CIO,Concepcion,-23.434444,-57.418333,null
128668021,CIP,Chipata,-13.557224,32.586136,null
129054749,CIQ,Chiquimula,14.85,-89.616667,null
129057872,CIR,Cairo,37.06422,-89.21924,null
129053738,CIS,Canton Island,-2.76705,-171.71577,null
114143424,CIT,Shimkent,42.3,69.6,null
128668454,CIU,Sault Ste Marie Chippewa County,46.250149,-84.470787,null
129057349,CIV,Chomley,55.216667,-132.216667,null
129054984,CIW,Canouan Island,12.699417,-61.342206,null
95673691,CIX,Chiclayo,-6.789722,-79.832222,null
128667292,CIY,Comiso,36.991667,14.606945,null
128668376,CIZ,Coari,-4.083333,-63.133333,null
95674146,CJA,Cajamarca,-7.13918,-78.4894,null
95673549,CJB,Coimbatore,11.028333,77.043333,null
128668165,CJC,Calama,-22.487222,-68.916667,null
129052914,CJD,Candilejas,1.333333,-74.266667,null
152712072,CJF,Coondewanna,-22.966666,118.813333,null
129056706,CJH,Chilko Lake,51.333333,-124.083333,null
128668377,CJJ,Cheongju,36.716667,127.506667,null
128667307,CJL,Chitral,35.886111,71.794444,null
95674353,CJM,Chumphon,10.709722,99.363889,null
218448430,CJN,Nusawiru,-7.721655257226171,108.48897554903299,null
128668378,CJS,Ciudad Juarez,31.63599,-106.42902,null
129052363,CJT,Comitan,16.166667,-92.05,null
128668104,CJU,Jeju,33.505556,126.495,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""1""}"
216765638,CJZ,Cajazeiras,-6.880238043745353,-38.61827188466005,null
129055853,CKA,Cherokee,36.75,-98.35,null
128668450,CKB,Clarksburg,39.295556,-80.229444,null
129054748,CKC,Cherkassy,49.416667,32,null
128668379,CKD,Crooked Creek,61.870833,-158.100833,null
129057871,CKE,Clear Lake,38.934722,-122.622222,null
104120221,CKG,Chongqing,29.719167,106.641667,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
128668151,CKH,Chokurdah,70.633333,147.883333,null
129053056,CKI,Croker Island,-11.16444,132.48194,null
129053737,CKK,Cherokee,36.5,-91.866667,null
129057348,CKL,Chkalovsky,55.866667,38.051944,null
129052913,CKM,Clarksdale,34.30011,-90.51677,null
129056705,CKN,Crookston,47.84164,-96.62173,null
129054884,CKO,Cornelio Procopio,-23.116667,-50.666667,null
129055481,CKR,Crane Island,48.6,-123,null
128667291,CKS,Carajas,-6.11781,-50.00347,null
129053172,CKT,Sarakhs,36.488056,61.07,null
129056772,CKU,Cordova City,60.55,-145.75,null
129052362,CKV,Clarksville,36.620833,-87.414444,null
205155749,CKW,Christmas Creek Mine,-22.355556,119.652222,null
128667524,CKX,Chicken,64.067778,-141.949167,null
128668164,CKY,Conakry,9.576389,-13.610833,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""1"",""outdoor_adventures"":""0""}"
129054974,CKZ,Canakkale,40.133333,26.4,null
129055852,CLA,Comilla,23.4375,91.192222,null
129054747,CLB,Castlebar,53.866667,-9.3,null
129057870,CLC,Clearlake,29.556944,-95.1375,null
128668381,CLD,McClellan-Palomar,33.128136,-117.278194,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
95673782,CLE,Cleveland Hopkins International,41.411944,-81.848056,null
129053736,CLG,Coalinga,36.158026,-120.360096,null
129057347,CLH,Coolah,-31.833333,149.7,null
129052912,CLI,Clintonville,44.612468,-88.731422,null
95673885,CLJ,Cluj-Napoca,46.783333,23.683333,null
129056704,CLK,Clinton Municipal,35.538056,-98.9325,null
95674277,CLL,College Station,30.589444,-96.364444,null
95673921,CLM,Port Angeles,48.118889,-123.493611,null
129055480,CLN,Carolina,-7.333333,-47.45,null
95673404,CLO,Cali,3.546111,-76.385,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
128667306,CLP,Clarks Point,58.843056,-158.543056,null
128668020,CLQ,Colima,19.276944,-103.5775,null
129056771,CLR,Calipatria,33.133333,-115.516667,null
95673672,CLT,Charlotte Douglas,35.219167,-80.935833,null
129054746,CLU,Columbus,39.216667,-85.916667,null
95674315,CLV,Caldas Novas,-17.75,-48.633333,null
129056773,CLW,Clearwater Executive,27.976667,-82.758611,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""1"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
129054883,CLX,Clorinda,-25.333333,-57.666667,null
95674359,CLY,Calvi,42.527778,8.791667,null
129057869,CLZ,Calabozo,8.92466,-67.41709,null
95674079,CMA,Cunnamulla,-28.031389,145.616111,null
95673656,CMB,Colombo Bandaranayake,7.175,79.884722,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
129055851,CMC,Camocim,-2.916667,-40.833333,null
129053735,CMD,Cootamundra,-34.628333,148.043333,null
128668382,CME,Ciudad Del Carmen,18.65,-91.8,null
128668103,CMF,Chambery,45.639968,5.879745,null
104120415,CMG,Corumba,-19.011111,-57.672222,null
95673618,CMH,Port Columbus,39.991111,-82.878333,null
95674194,CMI,Champaign,40.039722,-88.279722,null
128668383,CMJ,Chi Mei,23.212005,119.418297,null
129054973,CMK,Club Makokola,-14.3069,35.1325,null
129057346,CML,Camooweal,-19.933333,138.116667,null
129052911,CMM,Carmelita,17.458333,-90.053333,null
95673387,CMN,Casablanca Mohamed V.,33.366667,-7.586667,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""1"",""outdoor_adventures"":""0""}"
129056703,CMO,Obbia,5.366667,48.516667,null
129055479,CMP,Santana Do Araguaia,-9.8,-36.35,null
129056770,CMQ,Clermont,-22.866667,147.5,null
129052360,CMR,Colmar Houssen,48.083333,7.366667,null
129055850,CMS,Scusciuban,10.3,50.233333,null
129054654,CMT,Cameta,-2.2,-49.5,null
129053055,CMU,Kundiawa,-6.02429,144.97099,null
129054882,CMV,Coromandel,-36.7917,175.509,null
128668449,CMW,Camaguey,21.42043,-77.84743,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""0"",""outdoor_adventures"":""0""}"
104120338,CMX,Hancock,47.167778,-88.486389,null
129053170,CMY,Sparta,43.9583,-90.73791,null
129057868,CMZ,Caia,-17.85,35.4,null
129053734,CNA,Cananea,31,-110.333333,null
129057345,CNB,Coonamble,-30.980833,148.378333,null
129052910,CNC,Coconut Island,-10.05,143.066667,null
95673910,CND,Constanta Kogalniceanu,44.35,28.483333,null
129056702,CNE,Canon City,38.45,-105.233333,null
95673408,CNF,Belo Horizonte Tancredo Neves Int'l.,-19.633333,-43.968611,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
129057874,CNG,Cognac,45.683333,-0.333333,null
129054881,CNH,Claremont,43.383333,-72.333333,null
129055478,CNI,Changhai,39.267893,122.67001,null
128668384,CNJ,Cloncurry,-20.666667,140.5,null
129053169,CNK,Concordia,39.566667,-97.666667,null
129056769,CNL,Sindal,57.483333,10.216667,null
129052899,CNM,Carlsbad,32.337222,-104.262778,null
192465714,CNN,Kannur International,11.92,75.55,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""1"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
129055482,CNO,Chino,33.980833,-117.639167,null
128668149,CNP,Neerlerit Inaat,70.743056,-22.658333,null
128668019,CNQ,Corrientes,-27.449722,-58.762222,null
129055849,CNR,Chanaral,-26.329167,-70.604167,null
95674104,CNS,Cairns,-16.883333,145.751667,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""1"",""outdoor_adventures"":""1""}"
129054653,CNT,Charata,-27.216667,-61.233333,null
129057867,CNU,Chanute,37.668501,-95.48707,null
129053733,CNV,Canavieiras,-15.666667,-38.983333,null
129057344,CNW,Waco James Connall,31.916667,-97.133333,null
95674024,CNX,Chiang Mai,18.7678912,98.9639981,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""1""}"
128667290,CNY,Moab,38.759444,-109.746112,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""1""}"
129052909,CNZ,Cangamba,-11.5,19,null
129056701,COA,Columbia,38.028889,-120.412778,null
129054880,COB,Coolibah,-15.55,130.933333,null
129055477,COC,Concordia,-31.297222,-57.996389,null
128668385,COD,Cody / Yellowstone,44.519031,-109.025917,null
129053168,COE,Coeur D'Alene,47.77407,-116.81936,null
129056768,COF,Cocoa Patrick AFB,28.34167,-80.68505,null
129052358,COG,Condoto,5.079167,-76.663333,null
129055848,COH,Cooch Behar,26.333333,89.466667,null
129054652,COI,Cocoa Merritt Island,28.34167,-80.68505,null
129057866,COJ,Coonabarabran,-31.337222,149.271944,null
95673550,COK,Kochi,10.151944,76.401944,null
128668344,COL,Coll Island,56.616667,-6.616667,null
129053732,COM,Coleman,31.84126,-99.40367,null
129057343,CON,Concord,43.20341,-71.50146,null
128668386,COO,Cotonou,6.354167,2.385556,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
129052908,COP,Cooperstown,47.4251,-98.11168,null
128667305,COQ,Choibalsan,48.133333,114.9,null
95673464,COR,Cordoba,-31.313056,-64.199444,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""0"",""outdoor_adventures"":""0""}"
95673707,COS,Colorado Springs Peterson Field,38.803865,-104.70108,null
129056700,COT,Cotulla,28.433333,-99.233333,null
128668387,COU,Columbia,38.813611,-92.219167,null
220266826,COV,Çukurova International,36.8966837794504,35.06683196806043,null
129055476,COW,Tambillos,-30.198958616346072,-71.23218436347382,null
129053167,COY,Coolawanyah,-21.85,117.75,null
129056767,COZ,Constanza,18.9,-70.716667,null
129055847,CPA,Cape Palmas,4.376667,-7.695556,null
129054651,CPB,Capurgana,8.63333,-77.35,null
128668229,CPC,San Martin DeLos Andes,-40.066667,-71.133333,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""1""}"
128668102,CPD,Coober Pedy,-29.044444,134.752779,null
95674017,CPE,Campeche,19.835,-90.509444,null
129057865,CPF,Cepu,-7.15,111.583333,null
129053731,CPG,Carmen De Patagones,-40.833333,-63,null
95673519,CPH,Copenhagen,55.608056,12.633333,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
129057342,CPI,Cape Orford,-5.433333,152.083333,null
129052907,CPL,Chaparral,3.716667,-75.466667,null
129056699,CPM,Compton,33.894444,-118.247778,null
129054878,CPN,Cape Rodney,-10.183333,148.366667,null
104120396,CPO,Desierto de Atacama,-27.263777695892532,-70.77408381882329,null
95674372,CPR,Casper,42.903382,-106.462669,null
